x1,x2,y,yp
2.09638643250061,1.65964492034925,2,2
-0.277896187278759,-0.152782925043512,1,3
-0.853048542449566,-0.912102806164935,1,1
-2.39596310210447,-1.82010498686953,1,1
0.119193343431672,5.85869629796296,3,3
1.32637261164279,-0.205020920021828,2,2
-1.77034665143912,2.51628478451269,3,3
0.0313670239901336,-0.495177239617927,1,1
0.597319911186648,0.99307202075598,2,2
0.945240881933602,1.28764330890217,2,2
1.54063681867661,1.2453591741718,2,3
-0.724780367453165,-2.57012945360432,1,1
-1.16978631470093,0.262640048434606,1,1
1.84014795852287,-1.79457344723347,1,1
-1.67622353209691,-3.03958777035113,1,3
0.993053983570455,1.22362605767808,2,2
-2.94688875995614,2.23841640768799,3,3
-0.533134359290879,-0.95424270828464,1,3
-1.94430799566655,1.91399224603669,3,3
2.18382357923568,0.988062726502112,2,2
1.63749855936107,1.52166878547064,2,2
-2.85188427215765,3.45070498893697,3,3
0.546351369884343,0.811125098983069,2,2
-1.14898572891808,4.32262822746941,3,3
-1.16997216373655,3.77152340485633,3,2
1.2937117212679,3.33749476825727,2,2
1.69073317599439,1.07415153743628,2,2
-2.017006456824,-2.42925817702139,1,1
-0.719561330657715,3.66314841017858,3,3
-1.13920353866517,-0.611826368942261,1,1
-1.67128758990897,3.36312470540557,3,3
-2.23762344083644,2.19599198391493,3,2
-0.11579297623872,-1.57624241537127,1,1
0.815283716786763,-1.73218274408784,1,1
1.56977246129582,1.09794847015662,2,2
0.478710072273508,-1.6221934207061,1,3
-1.55400826395797,-0.80354714976324,1,1
1.34366039501587,1.21190298132239,2,2
-2.19182501651936,2.99354688569496,3,3
-2.18441339812377,-2.64814510925527,1,1
-3.15955660117447,3.08281115731718,3,3
-0.512218388729339,0.252313092478983,1,1
1.91786094925076,0.783766409969408,2,2
-1.26754674088154,-2.91428471521849,1,1
0.889772839286052,1.86694806568365,2,3
-1.15927882022745,-1.5070395720868,1,1
-0.748991276200314,3.00001269964455,3,1
-1.55550670564501,3.26120750285722,3,3
-2.88728513266479,-2.16177903087718,1,1
0.549362193491059,1.91714727702605,2,2
-1.3924846296448,-1.67978308741745,1,1
-0.240119737904546,-3.16587704240758,1,1
0.385109086035531,1.19669162476276,2,3
-2.16550922922038,-1.98556226101538,1,1
1.47165758854226,0.569474586566408,1,1
2.22069239114599,-0.201308489756407,2,1
-1.95221442689791,-0.150492971255051,1,1
-3.04791340763224,4.04010365777904,3,3
-1.03303580320541,-1.21915375438244,1,1
-0.410375030911427,-0.594928182438784,1,1
1.31820568289232,2.67781081211344,3,3
1.86796442594521,0.76964765475917,2,2
-1.20536098635503,3.38094880920058,3,3
-1.72901965235842,3.91689993424254,3,3
1.14030566698228,1.02710709355852,2,2
-0.681940300364348,0.927279933599095,1,1
-2.93919576489574,-0.259826025392089,1,1
-3.43507774773692,-2.31597057431812,1,1
-4.81930457594847,3.06691004634055,3,3
0.000871689929636155,-0.761755059501193,1,1
0.117808566633002,0.474067773769255,2,2
-1.65195752601212,-0.746939400701368,1,3
-1.46567724343692,-0.179498055739957,1,2
0.375094014275163,1.26196489772551,2,2
1.33365355075181,1.51655814662897,2,2
-1.67898715214083,3.24489153150716,3,3
-1.72714876687234,1.95417160534537,3,2
-0.654230629310526,-0.366103077495906,1,1
1.03105418748559,0.619696523961158,2,2
-0.331695803351809,2.46712229358024,3,3
0.375485417837172,-2.09962659474183,1,1
0.660248597434158,-1.29560728935208,1,3
-2.14802483305649,2.65703882915549,3,3
0.0837553998425111,1.91880103568661,2,2
1.5641239390249,0.744412279533731,2,2
-1.10632989613898,1.73485231097341,3,1
-1.90318540042064,2.74411788173764,3,3
1.44188345638739,1.58359234920215,2,2
-0.570475631239779,2.97496357137282,3,3
2.21412148819037,2.12880809284097,2,2
-1.0662225546387,0.217769132603919,1,1
2.34923331906248,1.3055359226298,2,2
-2.80020424737466,3.60421129971446,3,3
-1.04227923904537,0.829519551785045,3,3
-3.39678070176946,-0.270192415393704,1,1
-1.56539489986015,0.502469564315123,1,2
-2.0052029901043,2.15042649687352,3,2
-0.374334559835569,-1.34250021352266,1,2
-0.790985079485377,-1.82742725188602,1,1
-0.072706895443174,1.04568145483765,2,2
1.6488609431771,1.66247978049286,2,2
-1.80690823211875,-0.255142845394378,1,1
-3.89035321714742,1.49209032221602,3,3
-1.65214541668251,2.80624021696388,3,1
1.01093264799835,1.00718126232864,2,2
0.618160874775804,0.369870868446904,2,2
1.2705851739245,-0.132241022015146,1,1
-2.61365552381492,3.29432589428096,3,3
-1.69380033418258,-0.0382139801747921,1,1
-1.8470554514599,-2.88279555874069,1,2
-0.658728659870395,5.37691516553986,3,3
0.940487046166287,2.69107955669427,2,2
-1.67304471748387,-2.97110196072085,1,2
-1.05717969401487,0.688988387580731,1,1
0.142929111572751,-0.133139941949405,2,2
-2.03639171520847,-2.04306735246274,1,1
0.283061894544942,2.94585116812754,2,2
1.86525142513213,1.1727991695088,2,2
1.39771537954418,1.50755805414186,2,2
-1.92907937295242,-3.3731383449935,1,1
-0.12204284447753,2.9205332430656,3,3
-2.46387915343573,0.0861976163785765,1,1
0.20086228768886,4.97205931783738,3,3
-2.93123422945053,-2.31258493770503,1,1
-0.621320713300464,1.18719473066975,1,2
-0.314709407428537,2.27481575275241,2,2
1.28080525976036,0.066700009714894,2,2
0.759714415496956,0.310464310834596,2,3
-5.45196635676005,1.4289487488381,3,2
-1.08787417096743,0.380605519488298,1,1
0.734633714448378,3.786152361776,3,3
0.234028877825926,-0.993767403416095,1,1
0.308167543607913,1.99571548381537,2,2
-1.74724934344486,-1.00623234922563,1,1
1.75554423935642,1.80292275909521,2,2
0.756263791952426,0.0463412028391814,2,1
0.982168815337754,1.44608576190074,2,2
0.700269495882659,1.46422022690724,2,2
-1.95112937831241,-0.878411713517088,1,1
0.671411269727845,1.37294899373402,2,2
0.456628643904857,-0.65449421588374,1,2
-1.8993808768623,0.858560334304535,1,1
-0.559412306167659,-2.84441511308214,1,1
-2.0823334763229,-1.86436255236143,1,1
1.75493984377567,1.03899392693189,2,1
1.23770664413585,2.19349476452166,2,2
-2.83238501067371,0.47775840092551,3,1
-1.59518257100785,-1.18255345281868,1,1
0.227430027452089,-2.17986508695956,1,1
2.86907494880132,1.65255470942475,2,1
-0.724756224095756,2.68556112501278,3,1
1.81029102240269,2.34085395101267,2,2
-1.2130716705292,3.80563254995347,3,3
1.73430491369798,-0.601152749329675,2,2
-1.94105928548054,-0.811656456862947,1,2
-1.01212804961793,-2.00646764773956,1,1
-1.83016845798805,-1.33895061769829,1,2
